"year","month","day","dep_time","sched_dep_time","dep_delay","arr_time","sched_arr_time","arr_delay","carrier","flight","tailnum","origin","dest","air_time","distance","hour","minute","time_hour"
"761",2013,10,11,NA,1955,NA,NA,2147,NA,"EV",5038,"N608QX","LGA","BHM",NA,866,19,55,2013-10-11 19:00:00
"762",2013,10,11,NA,2007,NA,NA,2202,NA,"EV",4543,"N13118","EWR","DSM",NA,1017,20,7,2013-10-11 20:00:00
"763",2013,10,11,NA,1444,NA,NA,1641,NA,"EV",4949,"N730EV","LGA","GSO",NA,461,14,44,2013-10-11 14:00:00
"764",2013,10,11,NA,1815,NA,NA,1954,NA,"EV",5287,"N752EV","LGA","MSN",NA,812,18,15,2013-10-11 18:00:00
"765",2013,10,11,NA,1625,NA,NA,1841,NA,"EV",5601,"N754EV","LGA","CLT",NA,544,16,25,2013-10-11 16:00:00
"766",2013,10,11,NA,2159,NA,NA,2312,NA,"EV",5904,"N12167","EWR","BTV",NA,266,21,59,2013-10-11 21:00:00
"767",2013,10,11,NA,1402,NA,NA,1605,NA,"EV",4193,"N16170","EWR","MSP",NA,1008,14,2,2013-10-11 14:00:00
"768",2013,10,11,NA,1719,NA,NA,1902,NA,"EV",4202,"N12552","EWR","STL",NA,872,17,19,2013-10-11 17:00:00
"769",2013,10,11,NA,1655,NA,NA,1831,NA,"EV",4695,"N13995","EWR","RDU",NA,416,16,55,2013-10-11 16:00:00
"770",2013,10,11,NA,1430,NA,NA,1533,NA,"EV",4696,"N14902","EWR","MHT",NA,209,14,30,2013-10-11 14:00:00
"771",2013,10,11,NA,1659,NA,NA,1930,NA,"EV",4705,"N13949","EWR","ATL",NA,746,16,59,2013-10-11 16:00:00
"772",2013,10,11,NA,815,NA,NA,947,NA,"9E",3317,NA,"JFK","BUF",NA,301,8,15,2013-10-11 08:00:00
"773",2013,10,11,NA,1605,NA,NA,1745,NA,"9E",3357,NA,"LGA","BNA",NA,764,16,5,2013-10-11 16:00:00
"774",2013,10,11,NA,1550,NA,NA,1816,NA,"9E",3488,NA,"LGA","MCI",NA,1107,15,50,2013-10-11 15:00:00
"775",2013,10,11,NA,1900,NA,NA,2117,NA,"9E",3445,NA,"LGA","DSM",NA,1031,19,0,2013-10-11 19:00:00
"776",2013,10,11,NA,2159,NA,NA,2308,NA,"9E",3525,NA,"LGA","SYR",NA,198,21,59,2013-10-11 21:00:00
"777",2013,10,11,NA,800,NA,NA,1013,NA,"9E",3538,NA,"JFK","MSP",NA,1029,8,0,2013-10-11 08:00:00
"778",2013,10,11,NA,1920,NA,NA,2053,NA,"9E",3555,NA,"LGA","BUF",NA,292,19,20,2013-10-11 19:00:00
"779",2013,10,11,NA,1900,NA,NA,2119,NA,"9E",3854,NA,"LGA","GSP",NA,610,19,0,2013-10-11 19:00:00
"780",2013,10,11,NA,2040,NA,NA,2258,NA,"9E",4033,NA,"LGA","TYS",NA,647,20,40,2013-10-11 20:00:00
"781",2013,10,11,NA,1230,NA,NA,1405,NA,"AA",329,"N545AA","LGA","ORD",NA,733,12,30,2013-10-11 12:00:00
"782",2013,10,11,NA,1600,NA,NA,1905,NA,"AA",1156,"N3FUAA","LGA","DFW",NA,1389,16,0,2013-10-11 16:00:00
"783",2013,10,12,758,800,-2,1240,1003,NA,"9E",3353,"N925XJ","JFK","DTW",NA,509,8,0,2013-10-12 08:00:00
"784",2013,10,12,NA,800,NA,NA,1024,NA,"9E",3507,NA,"JFK","MSY",NA,1182,8,0,2013-10-12 08:00:00
"785",2013,10,12,NA,830,NA,NA,1005,NA,"9E",3521,NA,"JFK","ORD",NA,740,8,30,2013-10-12 08:00:00
"786",2013,10,13,826,825,1,NA,1029,NA,"US",2053,"N104UW","JFK","CLT",NA,541,8,25,2013-10-13 08:00:00
"787",2013,10,13,NA,1305,NA,NA,1610,NA,"UA",482,NA,"EWR","FLL",NA,1065,13,5,2013-10-13 13:00:00
"788",2013,10,13,NA,758,NA,NA,1020,NA,"UA",561,NA,"LGA","DEN",NA,1620,7,58,2013-10-13 07:00:00
"789",2013,10,13,NA,1735,NA,NA,1946,NA,"YV",2751,"N914FJ","LGA","CLT",NA,544,17,35,2013-10-13 17:00:00
"790",2013,10,14,654,655,-1,1206,914,NA,"UA",343,"N577UA","LGA","DEN",NA,1620,6,55,2013-10-14 06:00:00
"791",2013,10,14,830,829,1,NA,1029,NA,"MQ",3478,"N511MQ","LGA","DTW",NA,502,8,29,2013-10-14 08:00:00
"792",2013,10,14,1725,1730,-5,2116,1953,NA,"EV",5298,"N741EV","LGA","OMA",NA,1148,17,30,2013-10-14 17:00:00
"793",2013,10,14,NA,1015,NA,NA,1212,NA,"US",2067,NA,"JFK","CLT",NA,541,10,15,2013-10-14 10:00:00
"794",2013,10,14,NA,1755,NA,NA,1934,NA,"UA",691,NA,"LGA","ORD",NA,733,17,55,2013-10-14 17:00:00
"795",2013,10,15,639,640,-1,1038,807,NA,"EV",4422,"N12126","EWR","PIT",NA,319,6,40,2013-10-15 06:00:00
"796",2013,10,15,640,645,-5,1102,821,NA,"9E",3496,"N926XJ","LGA","PIT",NA,335,6,45,2013-10-15 06:00:00
"797",2013,10,15,657,625,32,NA,850,NA,"MQ",3550,"N511MQ","LGA","ATL",NA,762,6,25,2013-10-15 06:00:00
"798",2013,10,15,749,800,-11,1138,949,NA,"9E",3611,"N8847A","JFK","PIT",NA,340,8,0,2013-10-15 08:00:00
"799",2013,10,15,NA,1059,NA,NA,1254,NA,"MQ",3281,"N725MQ","LGA","CMH",NA,479,10,59,2013-10-15 10:00:00
"800",2013,10,15,NA,2140,NA,NA,2255,NA,"MQ",3621,"N813MQ","JFK","DCA",NA,213,21,40,2013-10-15 21:00:00
"801",2013,10,15,NA,900,NA,NA,1019,NA,"US",2140,NA,"LGA","BOS",NA,184,9,0,2013-10-15 09:00:00
"802",2013,10,15,NA,1100,NA,NA,1215,NA,"US",2144,NA,"LGA","BOS",NA,184,11,0,2013-10-15 11:00:00
"803",2013,10,15,NA,1549,NA,NA,1726,NA,"9E",3459,NA,"JFK","BNA",NA,765,15,49,2013-10-15 15:00:00
"804",2013,10,15,NA,800,NA,NA,1026,NA,"9E",3507,NA,"JFK","MSY",NA,1182,8,0,2013-10-15 08:00:00
"805",2013,10,16,2027,2003,24,NA,2237,NA,"EV",4204,"N41104","EWR","OKC",NA,1325,20,3,2013-10-16 20:00:00
"806",2013,10,16,NA,720,NA,NA,1000,NA,"UA",255,NA,"LGA","IAH",NA,1416,7,20,2013-10-16 07:00:00
"807",2013,10,16,NA,1629,NA,NA,1750,NA,"YV",3771,"N513MJ","LGA","IAD",NA,229,16,29,2013-10-16 16:00:00
"808",2013,10,16,NA,619,NA,NA,819,NA,"EV",5503,"N181PQ","EWR","MSP",NA,1008,6,19,2013-10-16 06:00:00
"809",2013,10,16,NA,815,NA,NA,947,NA,"9E",3317,NA,"JFK","BUF",NA,301,8,15,2013-10-16 08:00:00
"810",2013,10,17,557,600,-3,1121,905,NA,"AA",1175,"N3EPAA","LGA","MIA",NA,1096,6,0,2013-10-17 06:00:00
"811",2013,10,17,2233,2159,34,NA,2327,NA,"9E",3418,"N934XJ","LGA","BGR",NA,378,21,59,2013-10-17 21:00:00
"812",2013,10,17,NA,1830,NA,NA,2157,NA,"UA",389,NA,"JFK","SFO",NA,2586,18,30,2013-10-17 18:00:00
"813",2013,10,17,NA,1000,NA,NA,1115,NA,"US",2142,NA,"LGA","BOS",NA,184,10,0,2013-10-17 10:00:00
"814",2013,10,17,NA,1800,NA,NA,1917,NA,"US",2158,NA,"LGA","BOS",NA,184,18,0,2013-10-17 18:00:00
"815",2013,10,17,NA,1822,NA,NA,2020,NA,"EV",4382,"N13988","EWR","DTW",NA,488,18,22,2013-10-17 18:00:00
"816",2013,10,18,635,641,-6,1019,805,NA,"EV",4522,"N16951","EWR","BNA",NA,748,6,41,2013-10-18 06:00:00
"817",2013,10,18,NA,1550,NA,NA,1730,NA,"MQ",3416,"N526MQ","LGA","RDU",NA,431,15,50,2013-10-18 15:00:00
"818",2013,10,19,625,630,-5,1635,922,NA,"UA",797,"N589UA","JFK","LAX",NA,2475,6,30,2013-10-19 06:00:00
"819",2013,10,19,NA,1100,NA,NA,1218,NA,"US",2177,NA,"LGA","DCA",NA,214,11,0,2013-10-19 11:00:00
"820",2013,10,19,NA,1620,NA,NA,1811,NA,"9E",3511,NA,"JFK","PIT",NA,340,16,20,2013-10-19 16:00:00
"821",2013,10,20,1837,1830,7,2337,1950,NA,"MQ",3486,"N0EGMQ","LGA","BNA",NA,764,18,30,2013-10-20 18:00:00
"822",2013,10,21,2347,2140,127,534,40,NA,"AA",185,"N327AA","JFK","LAX",NA,2475,21,40,2013-10-21 21:00:00
"823",2013,10,21,NA,1300,NA,NA,1450,NA,"MQ",3388,"N802MQ","LGA","CMH",NA,479,13,0,2013-10-21 13:00:00
"824",2013,10,21,NA,1900,NA,NA,2018,NA,"US",2193,NA,"LGA","DCA",NA,214,19,0,2013-10-21 19:00:00
"825",2013,10,21,NA,1735,NA,NA,1946,NA,"YV",2751,"N918FJ","LGA","CLT",NA,544,17,35,2013-10-21 17:00:00
"826",2013,10,22,NA,1343,NA,NA,1514,NA,"UA",643,NA,"EWR","ORD",NA,719,13,43,2013-10-22 13:00:00
"827",2013,10,22,NA,630,NA,NA,919,NA,"UA",1454,NA,"LGA","IAH",NA,1416,6,30,2013-10-22 06:00:00
"828",2013,10,22,NA,910,NA,NA,1055,NA,"AA",313,"N576AA","LGA","ORD",NA,733,9,10,2013-10-22 09:00:00
"829",2013,10,23,1658,1700,-2,2324,2018,NA,"DL",95,"N705TW","JFK","LAX",NA,2475,17,0,2013-10-23 17:00:00
"830",2013,10,23,NA,1025,NA,NA,1340,NA,"UA",642,NA,"JFK","SFO",NA,2586,10,25,2013-10-23 10:00:00
"831",2013,10,23,NA,900,NA,NA,1035,NA,"UA",1048,NA,"LGA","ORD",NA,733,9,0,2013-10-23 09:00:00
"832",2013,10,23,NA,1550,NA,NA,1752,NA,"US",2088,NA,"LGA","CLT",NA,544,15,50,2013-10-23 15:00:00
"833",2013,10,23,NA,1500,NA,NA,1611,NA,"US",2152,NA,"LGA","BOS",NA,184,15,0,2013-10-23 15:00:00
"834",2013,10,24,1634,1559,35,2146,1906,NA,"UA",375,"N442UA","EWR","SEA",NA,2402,15,59,2013-10-24 15:00:00
"835",2013,10,24,1919,1930,-11,30,2250,NA,"AA",235,"N3BKAA","JFK","SEA",NA,2422,19,30,2013-10-24 19:00:00
"836",2013,10,24,NA,1025,NA,NA,1340,NA,"UA",642,NA,"JFK","SFO",NA,2586,10,25,2013-10-24 10:00:00
"837",2013,10,24,NA,1705,NA,NA,1907,NA,"US",894,NA,"LGA","CLT",NA,544,17,5,2013-10-24 17:00:00
"838",2013,10,24,NA,600,NA,NA,717,NA,"EV",5747,"N830AS","LGA","IAD",NA,229,6,0,2013-10-24 06:00:00
"839",2013,10,24,NA,1549,NA,NA,1726,NA,"9E",3459,NA,"JFK","BNA",NA,765,15,49,2013-10-24 15:00:00
"840",2013,10,25,1829,1730,59,2154,1847,NA,"B6",1516,"N192JB","JFK","SYR",NA,209,17,30,2013-10-25 17:00:00
"841",2013,10,25,NA,1505,NA,NA,1655,NA,"MQ",3391,"N848MQ","LGA","CMH",NA,479,15,5,2013-10-25 15:00:00
"842",2013,10,25,NA,1025,NA,NA,1340,NA,"UA",642,NA,"JFK","SFO",NA,2586,10,25,2013-10-25 10:00:00
"843",2013,10,25,NA,625,NA,NA,935,NA,"WN",16,"N925WN","EWR","HOU",NA,1411,6,25,2013-10-25 06:00:00
"844",2013,10,25,NA,2045,NA,NA,2359,NA,"DL",443,"N722TW","JFK","SEA",NA,2422,20,45,2013-10-25 20:00:00
"845",2013,10,26,1618,1615,3,2245,1915,NA,"AA",65,"N3FFAA","JFK","DFW",NA,1391,16,15,2013-10-26 16:00:00
"846",2013,10,26,1632,1610,22,2344,1921,NA,"9E",3285,"N909XJ","LGA","DFW",NA,1389,16,10,2013-10-26 16:00:00
"847",2013,10,26,1757,1755,2,2353,2055,NA,"AA",1185,"N3CNAA","LGA","DFW",NA,1389,17,55,2013-10-26 17:00:00
"848",2013,10,26,1854,1834,20,2313,2132,NA,"9E",3325,"N601LR","JFK","DFW",NA,1391,18,34,2013-10-26 18:00:00
"849",2013,10,26,NA,825,NA,NA,1148,NA,"UA",397,NA,"JFK","SFO",NA,2586,8,25,2013-10-26 08:00:00
"850",2013,10,26,NA,850,NA,NA,1005,NA,"DL",2445,"N336NB","JFK","BOS",NA,187,8,50,2013-10-26 08:00:00
"851",2013,10,26,NA,600,NA,NA,716,NA,"EV",5716,"N833AS","JFK","IAD",NA,228,6,0,2013-10-26 06:00:00
"852",2013,10,27,946,805,101,NA,1000,NA,"EV",5242,"N612QX","LGA","GSO",NA,461,8,5,2013-10-27 08:00:00
"853",2013,10,27,NA,600,NA,NA,923,NA,"UA",303,NA,"JFK","SFO",NA,2586,6,0,2013-10-27 06:00:00
"854",2013,10,27,NA,2100,NA,NA,2206,NA,"US",2164,NA,"LGA","BOS",NA,184,21,0,2013-10-27 21:00:00
"855",2013,10,27,NA,1315,NA,NA,1513,NA,"EV",5395,"N719EV","LGA","CMH",NA,479,13,15,2013-10-27 13:00:00
"856",2013,10,28,NA,1829,NA,NA,1939,NA,"MQ",3044,"N613MQ","JFK","BWI",NA,184,18,29,2013-10-28 18:00:00
"857",2013,10,28,NA,835,NA,NA,1000,NA,"MQ",3355,"N526MQ","LGA","BNA",NA,764,8,35,2013-10-28 08:00:00
"858",2013,10,28,NA,1029,NA,NA,1214,NA,"AA",325,"N4XCAA","LGA","ORD",NA,733,10,29,2013-10-28 10:00:00
"859",2013,10,28,NA,1715,NA,NA,2015,NA,"AA",2488,"N4WKAA","EWR","DFW",NA,1372,17,15,2013-10-28 17:00:00
"860",2013,10,29,851,900,-9,NA,1034,NA,"UA",235,"N815UA","LGA","ORD",NA,733,9,0,2013-10-29 09:00:00
"861",2013,10,29,1319,1300,19,NA,1434,NA,"UA",681,"N815UA","LGA","ORD",NA,733,13,0,2013-10-29 13:00:00
"862",2013,10,29,NA,1159,NA,NA,1344,NA,"MQ",3572,"N526MQ","LGA","CLE",NA,419,11,59,2013-10-29 11:00:00
"863",2013,10,29,NA,1400,NA,NA,1515,NA,"US",2183,NA,"LGA","DCA",NA,214,14,0,2013-10-29 14:00:00
"864",2013,10,29,NA,930,NA,NA,1245,NA,"WN",746,"N416WN","EWR","AUS",NA,1504,9,30,2013-10-29 09:00:00
"865",2013,10,29,NA,1930,NA,NA,2049,NA,"EV",5769,"N832AS","LGA","IAD",NA,229,19,30,2013-10-29 19:00:00
"866",2013,10,29,NA,830,NA,NA,1007,NA,"9E",3521,NA,"JFK","ORD",NA,740,8,30,2013-10-29 08:00:00
"867",2013,10,29,NA,1600,NA,NA,1755,NA,"9E",3523,NA,"JFK","ORD",NA,740,16,0,2013-10-29 16:00:00
"868",2013,10,30,NA,1535,NA,NA,1656,NA,"US",1775,NA,"LGA","PHL",NA,96,15,35,2013-10-30 15:00:00
"869",2013,10,30,NA,619,NA,NA,819,NA,"EV",5503,"N195PQ","EWR","MSP",NA,1008,6,19,2013-10-30 06:00:00
"870",2013,10,30,NA,810,NA,NA,1037,NA,"FL",346,"N896AT","LGA","ATL",NA,762,8,10,2013-10-30 08:00:00
"871",2013,10,30,NA,1600,NA,NA,1755,NA,"MQ",2793,"N677MQ","JFK","CMH",NA,483,16,0,2013-10-30 16:00:00
"872",2013,10,31,625,625,0,NA,935,NA,"WN",16,"N7732A","EWR","HOU",NA,1411,6,25,2013-10-31 06:00:00
"873",2013,10,31,NA,1625,NA,NA,1750,NA,"MQ",3622,"N539MQ","LGA","BNA",NA,764,16,25,2013-10-31 16:00:00
"874",2013,10,31,NA,2005,NA,NA,2130,NA,"MQ",3604,"N5PBMQ","EWR","ORD",NA,719,20,5,2013-10-31 20:00:00
"875",2013,10,31,NA,2000,NA,NA,2115,NA,"US",2162,NA,"LGA","BOS",NA,184,20,0,2013-10-31 20:00:00
"876",2013,10,31,NA,1655,NA,NA,1831,NA,"EV",4695,"N16170","EWR","RDU",NA,416,16,55,2013-10-31 16:00:00
"877",2013,10,31,NA,1059,NA,NA,1405,NA,"B6",971,"N640JB","LGA","FLL",NA,1076,10,59,2013-10-31 10:00:00
"878",2013,11,1,654,700,-6,NA,1015,NA,"B6",23,"N805JB","JFK","LAX",NA,2475,7,0,2013-11-01 07:00:00
"879",2013,11,1,733,736,-3,1146,920,NA,"B6",885,"N316JB","JFK","RDU",NA,427,7,36,2013-11-01 07:00:00
"880",2013,11,1,855,905,-10,NA,1220,NA,"VX",161,"N853VA","EWR","LAX",NA,2454,9,5,2013-11-01 09:00:00
"881",2013,11,1,856,900,-4,1630,1211,NA,"DL",422,"N713TW","JFK","LAX",NA,2475,9,0,2013-11-01 09:00:00
"882",2013,11,1,912,915,-3,NA,1230,NA,"VX",407,"N627VA","JFK","LAX",NA,2475,9,15,2013-11-01 09:00:00
"883",2013,11,1,913,921,-8,NA,1235,NA,"B6",223,"N607JB","JFK","LAX",NA,2475,9,21,2013-11-01 09:00:00
"884",2013,11,1,925,910,15,1606,1220,NA,"AA",1,"N336AA","JFK","LAX",NA,2475,9,10,2013-11-01 09:00:00
"885",2013,11,1,1025,1030,-5,1518,1325,NA,"AA",19,"N335AA","JFK","LAX",NA,2475,10,30,2013-11-01 10:00:00
"886",2013,11,1,1145,1151,-6,NA,1459,NA,"B6",323,"N652JB","JFK","LAX",NA,2475,11,51,2013-11-01 11:00:00
"887",2013,11,1,1402,1320,42,2030,1625,NA,"UA",483,"N429UA","EWR","FLL",NA,1065,13,20,2013-11-01 13:00:00
"888",2013,11,1,1757,1635,82,NA,1952,NA,"B6",423,"N524JB","JFK","LAX",NA,2475,16,35,2013-11-01 16:00:00
"889",2013,11,1,1851,1715,96,2341,2005,NA,"WN",2067,"N960WN","EWR","HOU",NA,1411,17,15,2013-11-01 17:00:00
"890",2013,11,1,2052,2040,12,NA,2359,NA,"B6",523,"N632JB","JFK","LAX",NA,2475,20,40,2013-11-01 20:00:00
"891",2013,11,1,NA,1548,NA,NA,1757,NA,"EV",3825,"N14568","EWR","IND",NA,645,15,48,2013-11-01 15:00:00
"892",2013,11,1,NA,1230,NA,NA,1426,NA,"EV",3848,"N14916","EWR","CLT",NA,529,12,30,2013-11-01 12:00:00
"893",2013,11,1,NA,1239,NA,NA,1510,NA,"EV",4141,"N21130","EWR","ATL",NA,746,12,39,2013-11-01 12:00:00
"894",2013,11,1,NA,1456,NA,NA,1657,NA,"EV",4144,"N19554","EWR","CHS",NA,628,14,56,2013-11-01 14:00:00
"895",2013,11,1,NA,1515,NA,NA,1724,NA,"EV",4181,"N17159","EWR","MCI",NA,1092,15,15,2013-11-01 15:00:00
"896",2013,11,1,NA,1656,NA,NA,1852,NA,"EV",4201,"N26549","EWR","DAY",NA,533,16,56,2013-11-01 16:00:00
"897",2013,11,1,NA,1726,NA,NA,1909,NA,"EV",4202,"N34111","EWR","STL",NA,872,17,26,2013-11-01 17:00:00
"898",2013,11,1,NA,2127,NA,NA,2237,NA,"EV",4372,"N27190","EWR","DCA",NA,199,21,27,2013-11-01 21:00:00
"899",2013,11,1,NA,1018,NA,NA,1215,NA,"EV",4297,"N17196","EWR","DTW",NA,488,10,18,2013-11-01 10:00:00
"900",2013,11,1,NA,1717,NA,NA,1908,NA,"EV",4411,"N16170","EWR","MEM",NA,946,17,17,2013-11-01 17:00:00
"901",2013,11,1,NA,1655,NA,NA,1831,NA,"EV",4695,"N11194","EWR","RDU",NA,416,16,55,2013-11-01 16:00:00
"902",2013,11,1,NA,1430,NA,NA,1533,NA,"EV",4696,"N21144","EWR","MHT",NA,209,14,30,2013-11-01 14:00:00
"903",2013,11,1,NA,1350,NA,NA,1526,NA,"EV",5181,"N398CA","LGA","MSN",NA,812,13,50,2013-11-01 13:00:00
"904",2013,11,1,NA,1115,NA,NA,1300,NA,"EV",5273,"N720EV","LGA","PIT",NA,335,11,15,2013-11-01 11:00:00
"905",2013,11,1,NA,1310,NA,NA,1526,NA,"EV",5283,"N391CA","LGA","CVG",NA,585,13,10,2013-11-01 13:00:00
"906",2013,11,1,NA,1430,NA,NA,1634,NA,"EV",5370,"N232PQ","EWR","MSP",NA,1008,14,30,2013-11-01 14:00:00
"907",2013,11,1,NA,1130,NA,NA,1330,NA,"EV",5373,"N752EV","LGA","GSO",NA,461,11,30,2013-11-01 11:00:00
"908",2013,11,1,NA,1300,NA,NA,1439,NA,"EV",5378,"N707EV","LGA","PIT",NA,335,13,0,2013-11-01 13:00:00
"909",2013,11,1,NA,1436,NA,NA,1559,NA,"EV",5713,"N829AS","LGA","IAD",NA,229,14,36,2013-11-01 14:00:00
"910",2013,11,1,NA,1154,NA,NA,1308,NA,"EV",3807,"N14568","EWR","ORF",NA,284,11,54,2013-11-01 11:00:00
"911",2013,11,1,NA,1655,NA,NA,1840,NA,"MQ",3411,"N854MQ","LGA","RDU",NA,431,16,55,2013-11-01 16:00:00
"912",2013,11,1,NA,845,NA,NA,1110,NA,"MQ",3419,"N531MQ","LGA","ATL",NA,762,8,45,2013-11-01 08:00:00
"913",2013,11,1,NA,1950,NA,NA,2140,NA,"MQ",3573,"N832MQ","LGA","CMH",NA,479,19,50,2013-11-01 19:00:00
"914",2013,11,1,NA,517,NA,NA,757,NA,"UA",252,NA,"EWR","IAH",NA,1400,5,17,2013-11-01 05:00:00
"915",2013,11,1,NA,1200,NA,NA,1309,NA,"US",2146,NA,"LGA","BOS",NA,184,12,0,2013-11-01 12:00:00
"916",2013,11,1,NA,1400,NA,NA,1507,NA,"US",2150,NA,"LGA","BOS",NA,184,14,0,2013-11-01 14:00:00
"917",2013,11,1,NA,1600,NA,NA,1718,NA,"US",2154,NA,"LGA","BOS",NA,184,16,0,2013-11-01 16:00:00
"918",2013,11,1,NA,1200,NA,NA,1315,NA,"US",2179,NA,"LGA","DCA",NA,214,12,0,2013-11-01 12:00:00
"919",2013,11,1,NA,1015,NA,NA,1242,NA,"US",604,NA,"EWR","PHX",NA,2133,10,15,2013-11-01 10:00:00
"920",2013,11,1,NA,1345,NA,NA,1650,NA,"AA",117,"N338AA","JFK","LAX",NA,2475,13,45,2013-11-01 13:00:00
"921",2013,11,1,NA,1240,NA,NA,1438,NA,"9E",3291,NA,"EWR","DTW",NA,488,12,40,2013-11-01 12:00:00
"922",2013,11,1,NA,1725,NA,NA,2040,NA,"VX",169,"N641VA","EWR","LAX",NA,2454,17,25,2013-11-01 17:00:00
"923",2013,11,1,NA,1655,NA,NA,2015,NA,"VX",413,"N635VA","JFK","LAX",NA,2475,16,55,2013-11-01 16:00:00
"924",2013,11,1,NA,2000,NA,NA,2315,NA,"VX",415,"N626VA","JFK","LAX",NA,2475,20,0,2013-11-01 20:00:00
"925",2013,11,1,NA,935,NA,NA,1055,NA,"WN",3814,"N266WN","LGA","MKE",NA,738,9,35,2013-11-01 09:00:00
"926",2013,11,1,NA,625,NA,NA,935,NA,"WN",16,"N7734H","EWR","HOU",NA,1411,6,25,2013-11-01 06:00:00
"927",2013,11,1,NA,1245,NA,NA,1540,NA,"WN",3616,"N968WN","EWR","HOU",NA,1411,12,45,2013-11-01 12:00:00
"928",2013,11,2,615,620,-5,950,824,NA,"EV",4471,"N16919","EWR","CLT",NA,529,6,20,2013-11-02 06:00:00
"929",2013,11,2,654,700,-6,NA,1015,NA,"B6",23,"N805JB","JFK","LAX",NA,2475,7,0,2013-11-02 07:00:00
"930",2013,11,2,733,735,-2,1642,1039,NA,"DL",183,"N710TW","JFK","SEA",NA,2422,7,35,2013-11-02 07:00:00
"931",2013,11,2,905,909,-4,1420,1215,NA,"UA",1581,"N17244","EWR","SEA",NA,2402,9,9,2013-11-02 09:00:00
"932",2013,11,2,1150,1151,-1,NA,1459,NA,"B6",323,"N646JB","JFK","LAX",NA,2475,11,51,2013-11-02 11:00:00
"933",2013,11,2,NA,830,NA,NA,1100,NA,"F9",509,NA,"LGA","DEN",NA,1620,8,30,2013-11-02 08:00:00
"934",2013,11,2,NA,750,NA,NA,1040,NA,"MQ",3052,"N543MQ","JFK","TPA",NA,1005,7,50,2013-11-02 07:00:00
"935",2013,11,2,NA,1100,NA,NA,1410,NA,"UA",1479,NA,"EWR","LAX",NA,2454,11,0,2013-11-02 11:00:00
"936",2013,11,2,NA,905,NA,NA,1220,NA,"VX",161,"N840VA","EWR","LAX",NA,2454,9,5,2013-11-02 09:00:00
"937",2013,11,2,NA,1300,NA,NA,1605,NA,"VX",165,"N628VA","EWR","LAX",NA,2454,13,0,2013-11-02 13:00:00
"938",2013,11,2,NA,700,NA,NA,1015,NA,"VX",399,"N632VA","JFK","LAX",NA,2475,7,0,2013-11-02 07:00:00
"939",2013,11,2,NA,1300,NA,NA,1610,NA,"VX",411,"N627VA","JFK","LAX",NA,2475,13,0,2013-11-02 13:00:00
"940",2013,11,3,NA,1329,NA,NA,1529,NA,"MQ",3340,"N803MQ","LGA","DTW",NA,502,13,29,2013-11-03 13:00:00
"941",2013,11,3,NA,1200,NA,NA,1315,NA,"US",2179,NA,"LGA","DCA",NA,214,12,0,2013-11-03 12:00:00
"942",2013,11,4,2139,2140,-1,308,40,NA,"AA",185,"N327AA","JFK","LAX",NA,2475,21,40,2013-11-04 21:00:00
"943",2013,11,4,NA,1830,NA,NA,1940,NA,"MQ",3044,"N651MQ","JFK","BWI",NA,184,18,30,2013-11-04 18:00:00
"944",2013,11,4,NA,1940,NA,NA,2125,NA,"MQ",3374,"N839MQ","JFK","RDU",NA,427,19,40,2013-11-04 19:00:00
"945",2013,11,4,NA,1710,NA,NA,1835,NA,"MQ",3365,"N804MQ","JFK","DCA",NA,213,17,10,2013-11-04 17:00:00
"946",2013,11,4,NA,840,NA,NA,1020,NA,"MQ",3531,"N807MQ","LGA","RDU",NA,431,8,40,2013-11-04 08:00:00
"947",2013,11,4,NA,855,NA,NA,1156,NA,"UA",207,NA,"LGA","IAH",NA,1416,8,55,2013-11-04 08:00:00
"948",2013,11,5,NA,1130,NA,NA,1326,NA,"EV",5373,"N741EV","LGA","GSO",NA,461,11,30,2013-11-05 11:00:00
"949",2013,11,5,NA,1930,NA,NA,2125,NA,"MQ",3349,"N5PBMQ","LGA","MSP",NA,1020,19,30,2013-11-05 19:00:00
"950",2013,11,5,NA,1500,NA,NA,1611,NA,"US",2152,NA,"LGA","BOS",NA,184,15,0,2013-11-05 15:00:00
"951",2013,11,5,NA,1900,NA,NA,2014,NA,"US",2160,NA,"LGA","BOS",NA,184,19,0,2013-11-05 19:00:00
"952",2013,11,5,NA,2000,NA,NA,2115,NA,"US",2162,NA,"LGA","BOS",NA,184,20,0,2013-11-05 20:00:00
"953",2013,11,5,NA,740,NA,NA,954,NA,"9E",2916,NA,"JFK","DTW",NA,509,7,40,2013-11-05 07:00:00
"954",2013,11,6,753,755,-2,NA,935,NA,"MQ",3363,"N854MQ","JFK","RDU",NA,427,7,55,2013-11-06 07:00:00
"955",2013,11,6,1854,1900,-6,2249,2040,NA,"MQ",3591,"N839MQ","LGA","RDU",NA,431,19,0,2013-11-06 19:00:00
"956",2013,11,6,NA,1655,NA,NA,1840,NA,"MQ",3411,"N857MQ","LGA","RDU",NA,431,16,55,2013-11-06 16:00:00
"957",2013,11,6,NA,2140,NA,NA,2255,NA,"MQ",3621,"N854MQ","JFK","DCA",NA,213,21,40,2013-11-06 21:00:00
"958",2013,11,6,NA,1600,NA,NA,1741,NA,"UA",1051,NA,"LGA","ORD",NA,733,16,0,2013-11-06 16:00:00
"959",2013,11,6,NA,1725,NA,NA,2028,NA,"UA",308,NA,"EWR","IAH",NA,1400,17,25,2013-11-06 17:00:00
